file_name,Begin_Time,End_Time,Low_Freq,High_Freq,Center_Freq,Peak_Freq,Call_type,duration,bw
218.enc.11.csv,155.2512673,156.0626503,752.768,1483.395,984.375,984.375,dws,0.811383,730.627
218.enc.11.csv,181.0915059,182.1802555,1328.413,3520.295,1406.25,1406.25,dws.seg,1.0887496,2191.882
218.enc.11.csv,184.2557706,184.4873021,708.487,885.609,820.312,820.312,flatws,0.2315315,177.122
218.enc.11.csv,184.6747325,184.9283146,1350.554,1520.9,1429.688,1429.688,flatws,0.2535821,170.346
218.enc.11.csv,189.7987776,190.0413345,400,1316.8,656.25,539.062,dws,0.2425569,916.8
218.enc.11.csv,190.3335053,190.6642647,927.4,1483.8,1289.062,1312.5,dws,0.3307594,556.4
218.enc.11.csv,194.7779817,194.9966538,686.347,1446.7,890.625,843.75,dws.seq,0.2186721,760.353
218.enc.11.csv,195.3315029,195.4679341,296.8,1520.9,773.438,890.625,dws,0.1364312,1224.1
218.enc.11.csv,195.6745301,196.2592356,853.2,1502.3,960.938,960.938,dws.seq,0.5847055,649.1
218.enc.11.csv,201.8081304,201.9128709,708.487,1261.2,914.062,890.625,dws,0.1047405,552.713
218.enc.11.csv,202.1664531,202.3097821,642.066,1242.7,843.75,890.625,dws,0.143329,600.634
218.enc.11.csv,202.5302884,202.6350288,704.8,1242.7,867.188,867.188,dws,0.1047404,537.9
218.enc.11.csv,202.9161743,203.0175643,642.066,1242.7,796.875,750,dws,0.10139,600.634
218.enc.11.csv,203.541892,204.0821323,509.225,952.03,750,750,dws,0.5402403,442.805
218.enc.11.csv,205.9343848,206.7778212,398.524,952.03,750,750,dws,0.8434364,553.506
218.enc.11.csv,212.3153156,212.7287648,426.6,1020.1,843.75,820.312,dws,0.4134492,593.5
218.enc.11.csv,212.8004377,213.0926085,642.066,819.188,726.562,750,flatws,0.2921708,177.122
218.enc.11.csv,224.0650368,224.8241792,509.225,1084.871,750,726.562,modws.seg,0.7591424,575.646
218.enc.11.csv,229.577165,230.3709875,553.506,1084.871,843.75,750,dws,0.7938225,531.365
218.enc.11.csv,245.7839528,246.6344664,730.627,952.03,867.188,914.062,flatws,0.8505136,221.403
218.enc.11.csv,247.4710281,247.7048802,619.926,1084.871,937.5,937.5,dws,0.2338521,464.945
218.enc.11.csv,249.6814866,250.6837096,1261.993,3166.052,1898.438,1265.625,dws,1.002223,1904.059
218.enc.11.csv,250.0998341,250.5948847,603.12,1328.413,796.875,796.875,dws,0.4950506,725.293
